,Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct.1,ORPct.1,FTRate.1,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16,WScore,Season,TeamName,KeyField,CONF,SEED,WL%,EFGPct-OFF,TOPct,ORPct,FTRate,EFGPct-DEF,TOPct.1,ORPct.1,FTRate.1,Off_1-POINTDIST,Off_2,Off_3,Def_1,Def_2,Def_3,FG2Pct-MISC,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate,DFP,AdjTempo,Tempo-SUMM,OE,AdjOE,DE,AdjDE,AdjEM,TARGET16,LScore,score_delta
3392,2008,North Carolina,2008North Carolina,2.0,1.0,12.0,48.1928,20.6789,28.739,25.743000000000002,48.1928,20.6789,28.739,25.743000000000002,21.3665,59.8726,18.7609,15.1344,55.3748,29.4908,52.1169,37.2414,75.6923,10.5006,47.8022,32.6291,66.7707,9.8286,22.6209,34.2169,51.92,50.3299,0.1069,0.1042,7.4,67.81,65.7,98.45,93.91,97.28,97.05,-3.14,0.0,83,2008,Louisville,2008Louisville,2.0,3.0,3.0,44.019,21.1939,30.6421,33.4334,44.019,21.1939,30.6421,33.4334,18.1923,50.5553,31.2524,20.5869,50.8352,28.5779,53.528,34.9614,64.7139,13.5632,43.1418,30.4473,68.2635,7.6237,38.6872,34.6847,58.1545,57.1059,0.1192,0.0866,4.1,68.32,67.57,105.71,105.87,107.89,103.89,1.98,0.0,73,10
3498,2008,UCLA,2008UCLA,23.0,1.0,8.75,46.4792,21.7299,27.78,25.5746,46.4792,21.7299,27.78,25.5746,20.8244,57.3477,21.828000000000003,15.8477,59.5839,24.5684,52.2193,34.7009,73.6375,10.8564,45.381,32.9181,68.4512,6.7885,27.6334,27.4817,54.4367,50.4662,0.1123,0.0763,13.5,58.12,56.83,99.92,93.29,108.24,107.31,-14.02,0.0,76,2008,Xavier,2008Xavier,8.0,3.0,4.285714286,47.0747,19.1239,30.1112,31.3668,47.0747,19.1239,30.1112,31.3668,22.518,47.0504,30.4317,18.4065,49.7657,31.8279,52.2782,39.0582,74.8804,9.6749,45.2012,33.558,67.7116,11.1111,36.594,36.4798,60.2564,58.8235,0.0853,0.1002,0.4,70.69,70.78,94.2,90.42,110.0,114.71,-24.29,0.0,57,19
3329,2008,Kansas,2008Kansas,7.0,1.0,12.33333333,44.2642,21.9442,28.7832,31.0329,44.2642,21.9442,28.7832,31.0329,18.5043,56.3758,25.1198,19.2917,46.3333,34.375,55.3672,39.696999999999996,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,5.0,72.19,71.44,109.52,105.54,102.44,102.13,3.41,0.0,59,2008,Davidson,2008Davidson,1.0,10.0,4.1428571430000005,49.3381,23.9658,29.2032,37.2863,49.3381,23.9658,29.2032,37.2863,14.9944,50.6527,34.3529,19.3417,47.7908,32.8674,53.0055,37.1671,72.5632,8.5993,46.9858,35.4745,63.4615,6.8696,39.2027,37.7827,59.1278,51.6171,0.1061,0.0807,8.8,73.21,71.87,101.53,103.65,96.62,91.93,11.72,0.0,57,2
3360,2008,Memphis,2008Memphis,4.0,1.0,19.0,43.4326,21.8566,29.218000000000004,31.7426,43.4326,21.8566,29.218000000000004,31.7426,19.0238,52.6283,28.3479,19.9031,56.1163,23.9806,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68.0,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,14.5,73.43,72.38,106.42,104.62,102.64,104.01,0.61,0.0,85,2008,Texas,2008Texas,7.0,2.0,4.428571429,45.707,17.7524,33.8273,31.0313,45.707,17.7524,33.8273,31.0313,17.4855,50.6503,31.8642,18.882,47.4534,33.6646,48.5121,37.9845,68.2652,14.1673,43.1801,33.2108,68.5714,7.474,34.8806,38.0775,48.3417,56.3981,0.0886,0.0666,-2.6,68.81,67.81,94.66,90.32,100.91,101.76,-11.44,0.0,67,18
3329,2008,Kansas,2008Kansas,7.0,1.0,12.33333333,44.2642,21.9442,28.7832,31.0329,44.2642,21.9442,28.7832,31.0329,18.5043,56.3758,25.1198,19.2917,46.3333,34.375,55.3672,39.696999999999996,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,5.0,72.19,71.44,109.52,105.54,102.44,102.13,3.41,0.0,84,2008,North Carolina,2008North Carolina,2.0,1.0,12.0,48.1928,20.6789,28.739,25.743000000000002,48.1928,20.6789,28.739,25.743000000000002,21.3665,59.8726,18.7609,15.1344,55.3748,29.4908,52.1169,37.2414,75.6923,10.5006,47.8022,32.6291,66.7707,9.8286,22.6209,34.2169,51.92,50.3299,0.1069,0.1042,7.4,67.81,65.7,98.45,93.91,97.28,97.05,-3.14,0.0,66,18
3360,2008,Memphis,2008Memphis,4.0,1.0,19.0,43.4326,21.8566,29.218000000000004,31.7426,43.4326,21.8566,29.218000000000004,31.7426,19.0238,52.6283,28.3479,19.9031,56.1163,23.9806,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68.0,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,14.5,73.43,72.38,106.42,104.62,102.64,104.01,0.61,0.0,78,2008,UCLA,2008UCLA,23.0,1.0,8.75,46.4792,21.7299,27.78,25.5746,46.4792,21.7299,27.78,25.5746,20.8244,57.3477,21.828000000000003,15.8477,59.5839,24.5684,52.2193,34.7009,73.6375,10.8564,45.381,32.9181,68.4512,6.7885,27.6334,27.4817,54.4367,50.4662,0.1123,0.0763,13.5,58.12,56.83,99.92,93.29,108.24,107.31,-14.02,0.0,63,15
3329,2008,Kansas,2008Kansas,7.0,1.0,12.33333333,44.2642,21.9442,28.7832,31.0329,44.2642,21.9442,28.7832,31.0329,18.5043,56.3758,25.1198,19.2917,46.3333,34.375,55.3672,39.696999999999996,70.696,16.7407,41.1852,32.8162,68.1885,6.3402,29.2943,38.2998,61.1014,52.7076,0.1299,0.0914,5.0,72.19,71.44,109.52,105.54,102.44,102.13,3.41,0.0,75,2008,Memphis,2008Memphis,4.0,1.0,19.0,43.4326,21.8566,29.218000000000004,31.7426,43.4326,21.8566,29.218000000000004,31.7426,19.0238,52.6283,28.3479,19.9031,56.1163,23.9806,52.9597,34.9133,61.3522,14.9877,42.6904,30.1829,68.0,8.2494,35.2629,28.7215,55.7305,49.1601,0.1198,0.0825,14.5,73.43,72.38,106.42,104.62,102.64,104.01,0.61,0.0,68,7
3035,2009,Morehead St.,2009Morehead St.,22.0,16.0,1.25,48.8478,18.4585,28.8388,38.6924,48.8478,18.4585,28.8388,38.6924,24.2814,53.7109,22.0077,21.2527,47.5162,31.2311,47.3525,32.6336,72.4712,10.8333,45.8333,36.1862,68.14399999999999,10.1362,28.3857,35.6913,52.9486,56.2579,0.094,0.1019,4.0,70.44,69.26,103.13,101.82,101.6,103.01,-1.19,0.0,58,2009,Alabama St.,2009Alabama St.,30.0,16.0,2.2,43.2913,18.9304,35.3044,33.8303,43.2913,18.9304,35.3044,33.8303,18.1244,57.5316,24.344,20.6099,56.6772,22.7129,52.2507,32.3643,63.0068,8.1811,42.8118,29.6907,66.4407,6.9726,31.2917,27.8096,53.8867,46.5593,0.0861,0.0997,10.9,69.61,68.88,107.29,108.25,89.71,82.72,25.53,0.0,43,15
2915,2009,Connecticut,2009Connecticut,4.0,1.0,6.2,42.3502,16.1948,30.09,19.4645,42.3502,16.1948,30.09,19.4645,23.4835,58.9571,17.5594,13.8348,58.0199,28.1453,51.3597,34.0909,67.8279,17.0732,40.9146,30.4348,69.869,7.8492,23.0257,30.3017,56.9277,51.464,0.0826,0.0953,2.9,70.99,70.05,103.74,102.94,94.61,90.75,12.19,0.0,103,2009,Chattanooga,2009Chattanooga,26.0,16.0,1.058823529,52.733999999999995,18.9606,32.2491,30.9852,52.733999999999995,18.9606,32.2491,30.9852,23.0486,44.4626,32.4888,16.0392,44.549,39.4118,49.5446,34.4603,65.2778,6.5944,51.3098,36.2947,65.0238,10.5647,41.1891,45.468,53.6465,61.5725,0.0826,0.1074,-11.8,70.02,70.16,105.55,104.26,94.63,89.9,14.36,0.0,47,56
2929,2009,Duke,2009Duke,2.0,2.0,4.285714286,47.7938,23.3086,32.8864,31.0312,47.7938,23.3086,32.8864,31.0312,22.9508,49.1106,27.9386,18.2862,59.2046,22.5092,49.5077,34.8564,72.7876,9.456,46.7617,33.8262,68.9335,10.1969,35.0091,25.9472,50.4634,42.8729,0.1206,0.0809,17.4,67.99,66.14,103.0,102.81,96.64,91.75,11.06,0.0,86,2009,Binghamton,2009Binghamton,3.0,15.0,2.555555556,46.6355,21.5068,35.6115,41.6033,46.6355,21.5068,35.6115,41.6033,22.0009,51.8759,26.1232,23.8777,50.3343,25.788,48.951,33.452,68.2471,11.1015,45.3528,32.9068,70.3235,9.2657,32.9426,32.007,49.3316,56.0113,0.1052,0.0942,5.3,68.58,67.35,107.01,108.03,96.93,88.89,19.14,0.0,62,24
2958,2009,Gonzaga,2009Gonzaga,32.0,4.0,4.666666667,44.1818,20.9213,31.0518,29.5584,44.1818,20.9213,31.0518,29.5584,18.6851,53.2872,28.0277,18.6124,46.7943,34.5933,53.2667,39.4481,71.4706,13.2365,39.4673,35.1312,68.3656,7.3021,32.1335,35.6364,52.6709,51.9178,0.1064,0.0781,3.7,67.76,65.22,113.27,110.06,107.67,103.9,6.16,0.0,77,2009,Akron,2009Akron,17.0,13.0,1.769230769,45.5357,25.9703,36.259,45.6797,45.5357,25.9703,36.259,45.6797,21.1886,46.2532,32.5581,25.9138,50.328,23.7582,47.0228,33.1579,71.4078,6.7126,46.2134,29.4425,69.7352,7.5306,39.9579,33.0645,54.1191,49.1501,0.1137,0.115,11.7,70.06,68.32,112.08,112.16,91.51,83.59,28.57,0.0,64,13
3008,2009,LSU,2009LSU,27.0,8.0,3.375,45.5633,18.8876,30.1476,35.1446,45.5633,18.8876,30.1476,35.1446,20.2522,55.3305,24.4173,21.0708,54.5769,24.3523,47.6003,37.2378,71.6216,15.0355,44.8227,31.5436,69.2199,7.2978,27.3292,29.7109,56.4568,40.4878,0.1107,0.08900000000000001,17.1,69.34,66.91,100.34,100.54,101.93,99.62,0.91,0.0,75,2009,Butler,2009Butler,8.0,9.0,4.333333333,44.6139,20.2568,29.4061,33.9975,44.6139,20.2568,29.4061,33.9975,23.3061,41.2302,35.4637,21.307,48.5448,30.1483,50.6494,35.2436,72.1726,9.369,42.2562,32.6786,71.0623,11.3341,45.178000000000004,34.8692,58.5185,52.48,0.0941,0.0925,5.9,68.63,67.96,110.67,112.35,103.89,96.36,15.99,0.0,71,4
3014,2009,Maryland,2009Maryland,6.0,10.0,1.5,48.0899,21.9381,36.9267,30.1741,48.0899,21.9381,36.9267,30.1741,18.4315,57.5637,24.0048,17.7759,51.8396,30.3845,45.9048,33.2781,75.7774,10.6461,46.0352,34.7025,68.9103,9.2063,27.7191,34.1393,55.303000000000004,52.4083,0.1103,0.0827,1.1,70.32,68.64,97.24,100.7,110.42,100.29,0.4,0.0,84,2009,California,2009California,23.0,7.0,2.0,48.985,18.2669,31.1804,32.9594,48.985,18.2669,31.1804,32.9594,19.3366,55.178000000000004,25.4854,19.1714,57.0295,23.799,50.295,42.6829,75.5134,4.8601,47.6436,35.0195,70.5024,7.9646,26.6234,27.4573,57.0628,50.1814,0.0717,0.0753,11.0,68.66,67.9,100.27,102.04,94.99,86.68,15.36,0.0,71,13
3018,2009,Memphis,2009Memphis,4.0,2.0,8.25,41.4082,21.8327,30.0985,35.4505,41.4082,21.8327,30.0985,35.4505,21.5545,54.48,23.9655,22.7022,53.5846,23.7132,50.6355,32.5991,69.0092,15.1682,40.0137,29.9652,68.6111,6.8896,31.296,28.2619,53.7283,48.2119,0.1295,0.0857,14.7,70.06,68.8,96.35,95.76,98.32,95.66,0.1,0.0,81,2009,Cal St. Northridge,2009Cal St. Northridge,11.0,15.0,1.214285714,48.4876,23.535,32.0764,42.5287,48.4876,23.535,32.0764,42.5287,18.7415,52.603,28.6555,24.2439,46.1248,29.6314,50.3466,36.0684,69.2308,7.6772,48.0315,32.81,72.973,6.7591,33.64,38.536,52.7778,57.9627,0.1221,0.1063,2.2,65.14,62.74,106.9,106.93,93.55,91.43,15.5,0.0,70,11
3022,2009,Michigan,2009Michigan,6.0,10.0,1.5,48.9751,20.8373,33.8242,29.8061,48.9751,20.8373,33.8242,29.8061,17.6237,43.0212,39.3551,18.0723,55.5144,26.4133,50.3619,33.4459,75.7116,7.4167,49.9167,31.405,72.4907,10.9617,47.8706,33.518,67.0918,59.6958,0.1002,0.0825,-0.8,82.06,81.27,109.86,105.27,104.22,105.68,-0.4,16.0,62,2009,Clemson,2009Clemson,2.0,7.0,2.555555556,48.2628,24.0487,36.3479,32.4647,48.2628,24.0487,36.3479,32.4647,17.0323,52.3335,30.6342,18.328,55.4892,26.1828,50.9713,37.4269,68.7601,14.2422,46.0015,35.9168,66.7224,8.2362,34.7032,28.7188,52.4123,53.7783,0.1322,0.1078,6.7,70.01,68.96,107.18,105.47,96.09,91.61,13.86,0.0,59,3
3050,2009,North Carolina,2009North Carolina,2.0,1.0,8.5,46.5532,20.4377,31.6722,25.3738,46.5532,20.4377,31.6722,25.3738,22.1346,54.7605,23.1049,15.8724,54.1839,29.9437,51.0169,38.4848,75.5694,11.6883,44.6506,33.6283,69.2308,9.3785,27.1605,32.8488,56.9576,51.1134,0.1107,0.094,4.1,66.38,64.75,94.5,92.61,96.37,95.25,-2.63,0.0,101,2009,Radford,2009Radford,10.0,16.0,1.75,46.8962,16.769000000000002,29.1186,30.0991,46.8962,16.769000000000002,29.1186,30.0991,22.5415,58.1949,19.2636,18.458,48.3447,33.1973,49.1281,34.5411,67.7463,11.1581,45.0549,33.2425,70.5373,6.141,23.8892,38.289,51.9595,54.3115,0.0852,0.1162,-0.7,67.42,65.84,93.75,90.3,96.83,96.04,-5.74,0.0,58,43
3068,2009,Oklahoma,2009Oklahoma,7.0,2.0,5.0,45.7818,18.1359,31.7972,28.84,45.7818,18.1359,31.7972,28.84,22.131999999999998,52.2414,25.6265,17.8189,49.9588,32.2222,56.5749,35.0217,67.4919,11.0482,42.9887,33.9402,68.8394,5.6575,34.5673,35.2591,53.055,49.6544,0.1001,0.0945,3.2,71.91,71.15,103.77,100.69,107.16,104.66,-3.97,0.0,82,2009,Morgan St.,2009Morgan St.,18.0,15.0,1.9166666669999999,44.7678,22.662,33.3611,41.7459,44.7678,22.662,33.3611,41.7459,18.7362,58.0645,23.1993,24.3141,54.9669,20.719,44.9384,33.7187,64.5358,7.9048,44.5894,30.1653,68.9008,9.0287,26.1989,27.0845,45.6731,44.5667,0.0991,0.1,18.4,66.11,65.26,105.57,99.51,102.58,100.74,-1.23,0.0,54,28
3085,2009,Purdue,2009Purdue,6.0,5.0,2.7,44.0582,22.0338,32.1563,31.2623,44.0582,22.0338,32.1563,31.2623,18.9115,52.545,28.5435,19.2134,53.255,27.5316,48.8711,34.8138,70.3057,12.5,41.8324,32.7419,67.0347,8.0117,33.7035,30.572,60.7221,58.8384,0.1071,0.0797,4.1,63.05,61.11,95.55,94.81,102.47,100.3,-5.49,0.0,61,2009,Northern Iowa,2009Northern Iowa,19.0,12.0,2.090909091,48.6633,16.9296,27.0786,31.7975,48.6633,16.9296,27.0786,31.7975,23.5029,47.9964,28.5007,18.8715,47.9848,33.1437,51.5474,34.4209,75.6522,7.2344,46.336999999999996,34.985,71.1986,7.1567,37.2192,37.884,53.629,54.6685,0.0687,0.0784,2.2,59.01,57.43,103.96,99.14,103.17,102.6,-3.46,0.0,56,5
3138,2009,Texas,2009Texas,7.0,7.0,1.9166666669999999,45.9604,19.8357,32.6095,36.687,45.9604,19.8357,32.6095,36.687,21.0111,59.3207,19.6682,21.2108,51.4808,27.3084,48.2338,32.8063,66.7503,13.7703,43.5199,34.2623,67.4515,6.6153,24.5274,30.9959,48.855,48.25,0.0914,0.0918,10.4,67.81,66.23,92.7,88.37,100.66,99.45,-11.08,0.0,76,2009,Minnesota,2009Minnesota,6.0,10.0,2.0,47.0249,22.8116,33.4906,36.1263,47.0249,22.8116,33.4906,36.1263,20.0189,54.141000000000005,25.84,21.8072,45.3306,32.8622,49.6097,32.971,71.8166,19.0154,43.3398,35.5155,72.605,7.1119,32.3754,37.0978,59.4164,60.0601,0.1294,0.1182,-1.5,70.01,67.8,96.52,93.92,96.6,94.46,-0.53,0.0,62,14
3139,2009,Texas A&M,2009Texas A&M,27.0,9.0,2.4,48.8273,18.0625,29.9697,30.064,48.8273,18.0625,29.9697,30.064,24.154,51.0998,24.7462,17.5146,54.6601,27.8253,48.7097,36.1781,68.9614,9.9085,46.2652,36.5248,68.9716,8.871,30.2979,30.064,51.6896,52.8905,0.0723,0.0869,6.8,65.69,65.36,91.93,89.65,103.5,100.9,-11.25,0.0,79,2009,BYU,2009BYU,32.0,8.0,3.125,45.9459,19.9394,25.5682,36.3176,45.9459,19.9394,25.5682,36.3176,18.9508,52.623000000000005,28.4262,21.7641,51.7737,26.4621,53.604,38.1967,72.8125,9.6996,46.3519,30.1146,70.3876,6.3795,33.5718,34.4032,59.3182,51.3812,0.1042,0.0752,11.2,64.8,61.85,107.02,109.21,99.41,93.24,15.97,0.0,66,13
3157,2009,UCLA,2009UCLA,23.0,6.0,2.888888889,49.8058,23.7439,30.9872,35.5716,49.8058,23.7439,30.9872,35.5716,17.0881,56.4751,26.4368,19.9018,54.5292,25.5689,52.9454,39.5869,72.4026,7.934,47.9969,36.1059,69.5788,5.2443,29.4475,29.3563,55.9462,51.6209,0.1205,0.08,12.0,66.43,64.44,95.12,91.9,104.75,105.31,-13.41,0.0,65,2009,VCU,2009VCU,1.0,11.0,2.4,44.9189,21.0999,33.6149,37.6757,44.9189,21.0999,33.6149,37.6757,19.918,52.7869,27.2951,22.8412,50.1393,27.0195,50.4307,36.9384,70.53699999999999,12.175999999999998,42.4195,33.6222,70.5882,6.6562,32.0021,31.1892,54.2725,52.5886,0.1137,0.0836,7.8,67.48,65.91,91.78,90.73,108.85,107.46,-16.73,0.0,64,1
3176,2009,Villanova,2009Villanova,8.0,3.0,3.75,47.2826,21.3564,29.8573,38.7524,47.2826,21.3564,29.8573,38.7524,23.7067,50.9078,25.3854,21.7442,43.8795,34.3762,49.7656,35.2354,75.2992,10.209,45.0965,33.6009,67.8049,8.5733,31.9508,41.2098,55.7576,61.2412,0.1132,0.0898,-2.9,69.62,67.81,90.4,89.68,113.02,107.83,-18.15,0.0,80,2009,American,2009American,24.0,14.0,3.0,45.1941,20.2751,29.2823,35.8595,45.1941,20.2751,29.2823,35.8595,16.1259,50.46,33.414,22.421999999999997,49.1803,28.3977,52.1522,37.4593,64.786,7.308,43.0157,33.0258,72.8522,10.2102,38.0657,33.3949,56.0586,52.0186,0.08900000000000001,0.0986,8.4,69.88,68.12,114.9,113.26,92.2,89.42,23.84,0.0,67,13
3188,2009,Western Kentucky,2009Western Kentucky,13.0,12.0,2.777777778,49.5133,19.7017,31.4211,31.3142,49.5133,19.7017,31.4211,31.3142,18.2692,48.7458,32.9849,17.8924,54.2601,27.8475,49.9144,37.6791,69.2552,8.6783,48.1688,34.9073,68.9119,6.7637,37.4062,32.0714,52.8369,53.0788,0.0855,0.0946,5.3,64.98,64.78,86.32,85.88,107.19,105.49,-19.61,0.0,76,2009,Illinois,2009Illinois,6.0,5.0,2.4,44.2068,21.3323,31.7662,26.6919,44.2068,21.3323,31.7662,26.6919,13.5209,60.8893,25.5898,15.9979,57.3045,26.6975,50.5271,35.0093,71.1217,9.6595,44.1013,29.6233,63.0832,6.0241,28.7936,31.6188,69.383,54.5205,0.0923,0.0909,4.4,71.04,69.72,109.68,104.71,101.78,100.62,4.09,0.0,72,4
3182,2009,Washington,2009Washington,23.0,4.0,2.888888889,46.7157,20.0077,30.6693,33.2843,46.7157,20.0077,30.6693,33.2843,24.0706,59.9324,15.997,19.5441,55.8886,24.5673,48.393,33.7292,69.9019,6.3143,45.4358,33.2762,68.1885,6.4281,20.3382,28.5784,46.383,48.4813,0.0976,0.0908,12.3,67.44,65.62,94.86,89.5,107.17,108.15,-18.64,0.0,71,2009,Mississippi St.,2009Mississippi St.,27.0,13.0,1.769230769,44.7167,18.879,35.169000000000004,29.4964,44.7167,18.879,35.169000000000004,29.4964,22.4466,44.3495,33.2039,17.7419,53.8462,28.4119,47.4252,35.8942,70.4019,16.5155,42.1632,33.6765,65.3963,9.3023,39.7397,30.5755,50.2336,42.9545,0.0964,0.0936,10.0,65.59,63.09,104.62,100.1,101.02,100.85,-0.75,0.0,58,13
2866,2009,Arizona,2009Arizona,23.0,12.0,1.5,50.93600000000001,18.008,33.9544,25.1231,50.93600000000001,18.008,33.9544,25.1231,20.6801,53.9344,25.3855,14.5455,49.5041,35.9504,50.8576,38.9091,73.7659,8.6522,49.8336,35.0242,69.0196,6.0403,29.0851,40.7882,55.8036,61.7548,0.0953,0.0843,-11.8,69.05,66.57,108.34,110.37,95.53,86.62,23.75,0.0,84,2009,Utah,2009Utah,23.0,5.0,2.4,45.0797,15.9223,24.9356,36.3386,45.0797,15.9223,24.9356,36.3386,21.9471,47.5662,30.4868,22.4586,53.7116,23.8298,54.0777,37.014,78.4733,12.0329,42.4514,34.9272,71.8608,5.4369,38.434,26.4431,55.8491,46.6033,0.0773,0.1054,19.3,67.5,66.55,97.32,92.82,108.53,108.12,-15.3,0.0,71,13
2867,2009,Arizona St.,2009Arizona St.,23.0,6.0,2.5,46.8302,19.2861,30.151,30.871,46.8302,19.2861,30.151,30.871,20.1812,44.2339,35.5848,19.5549,51.0417,29.4034,57.1277,37.018,73.6842,6.2016,46.4255,31.6998,73.75,7.234,45.2852,35.9978,65.9394,56.8365,0.0939,0.0948,0.9,67.01,65.66,109.42,110.31,94.29,86.66,23.65,0.0,66,2009,Temple,2009Temple,4.0,11.0,1.8333333330000001,46.2808,17.8984,29.7561,30.4348,46.2808,17.8984,29.7561,30.4348,16.4166,50.4072,33.1762,18.1186,51.4365,30.4449,48.7967,36.6999,70.0183,11.0242,43.3933,34.7619,67.2978,5.3942,36.8449,33.0016,62.2931,56.3307,0.0856,0.1001,2.4,69.13,67.28,99.81,94.11,101.11,104.32,-10.2,0.0,57,9
2908,2009,Cleveland St.,2009Cleveland St.,14.0,13.0,2.363636364,46.4679,24.1304,34.3443,37.6375,46.4679,24.1304,34.3443,37.6375,21.5766,56.6667,21.7568,21.8978,53.1387,24.9635,47.4359,30.4348,70.3377,8.8723,45.2736,32.8215,69.2308,10.3318,28.5175,30.1679,56.7089,53.8354,0.133,0.0937,8.6,69.62,67.41,108.15,108.67,101.63,94.89,13.78,0.0,84,2009,Wake Forest,2009Wake Forest,2.0,4.0,3.428571429,45.1655,20.506999999999998,30.7356,32.7301,45.1655,20.506999999999998,30.7356,32.7301,22.7888,62.1514,15.0598,20.3374,51.3452,28.3174,53.6451,31.8987,71.1443,14.0463,44.9322,30.3965,70.4581,7.9092,21.3629,35.211999999999996,44.8124,47.5325,0.1109,0.1027,7.7,69.53,68.75,92.51,90.08,108.47,108.68,-18.6,0.0,69,15
2921,2009,Dayton,2009Dayton,1.0,11.0,3.375,45.5707,21.8942,30.3549,36.9022,45.5707,21.8942,30.3549,36.9022,20.8209,54.8097,24.3694,22.0,47.7209,30.2791,46.0158,32.8152,64.7606,10.8486,44.8819,31.1334,69.6613,9.8349,29.3611,37.8804,58.3634,56.0274,0.0982,0.0744,2.4,63.11,59.91,105.71,106.93,101.07,95.26,11.67,0.0,68,2009,West Virginia,2009West Virginia,7.0,6.0,1.9166666669999999,46.5527,23.250999999999998,31.6075,38.3894,46.5527,23.250999999999998,31.6075,38.3894,20.5474,51.9635,27.4891,21.9602,55.2936,22.7462,48.0205,32.906,69.8113,12.5197,47.0866,30.2026,68.2471,8.871,33.9787,29.9504,59.8194,52.0997,0.1011,0.0937,11.5,68.1,67.48,92.73,87.41,103.24,106.71,-19.29,0.0,60,8
2987,2009,Kansas,2009Kansas,7.0,3.0,3.375,43.9604,18.8712,28.9632,35.0495,43.9604,18.8712,28.9632,35.0495,21.1567,53.8806,24.9627,22.4454,47.4236,30.131,52.6239,36.7381,72.5064,12.547,40.7964,33.3817,72.5989,8.3819,30.6721,34.1089,58.2011,56.7917,0.1023,0.1048,3.8,65.25,63.99,105.0,99.43,99.29,96.69,2.74,0.0,84,2009,North Dakota St.,2009North Dakota St.,29.0,14.0,3.714285714,49.8316,18.2371,27.5732,29.6857,49.8316,18.2371,27.5732,29.6857,20.384,52.5327,27.0833,17.6252,59.5547,22.82,51.5224,40.255,74.3666,7.4412,48.7472,35.2688,71.8336,7.6122,30.5509,26.0943,51.8519,48.5112,0.0996,0.0912,14.4,71.0,70.17,91.35,91.9,98.8,94.71,-2.81,0.0,74,10
3004,2009,Louisville,2009Louisville,2.0,1.0,5.166666667,44.2537,22.9543,31.7234,30.186,44.2537,22.9543,31.7234,30.186,16.048,50.655,33.2969,18.8456,55.1815,25.9729,51.1013,36.8803,64.1921,15.3054,43.3082,30.9375,68.0885,8.2966,37.7798,30.5198,62.4376,54.041000000000004,0.131,0.0962,6.8,67.37,65.28,100.6,96.32,95.95,95.11,1.22,0.0,74,2009,Morehead St.,2009Morehead St.,22.0,16.0,1.25,48.8478,18.4585,28.8388,38.6924,48.8478,18.4585,28.8388,38.6924,24.2814,53.7109,22.0077,21.2527,47.5162,31.2311,47.3525,32.6336,72.4712,10.8333,45.8333,36.1862,68.14399999999999,10.1362,28.3857,35.6913,52.9486,56.2579,0.094,0.1019,4.0,70.44,69.26,103.13,101.82,101.6,103.01,-1.19,0.0,54,20
3012,2009,Marquette,2009Marquette,8.0,6.0,2.5,50.9292,21.1368,30.6918,30.1356,50.9292,21.1368,30.6918,30.1356,24.3885,48.996,26.6156,16.6118,53.7829,29.6053,50.7181,34.7143,72.7669,7.6923,50.3077,34.7323,67.3333,8.6924,34.6021,34.7062,57.5492,54.3624,0.1131,0.0843,3.1,66.54,64.02,98.42,98.16,102.64,97.31,0.85,0.0,58,2009,Utah St.,2009Utah St.,20.0,11.0,6.0,47.316,16.9629,28.1558,30.3818,47.316,16.9629,28.1558,30.3818,20.0974,53.106,26.7966,19.3016,53.2327,27.4658,54.0496,39.4973,74.5482,6.7557,44.3048,36.3296,74.4991,8.843,31.5224,29.5517,62.7002,54.7493,0.0779,0.0922,6.7,66.35,65.07,84.97,82,98.58,97.41,-15.41,0.0,57,1
3023,2009,Michigan St.,2009Michigan St.,6.0,2.0,4.428571429,47.2498,19.9242,27.342,36.5213,47.2498,19.9242,27.342,36.5213,22.3602,55.6083,22.0314,21.1983,50.4132,28.3884,48.5332,35.4497,69.863,8.2625,47.1042,31.6736,69.6065,8.3546,26.5574,35.8276,63.5135,52.4434,0.098,0.0905,7.3,62.13,61.67,101.04,98.61,98.27,99.09,-0.48,0.0,77,2009,Robert Morris,2009Robert Morris,21.0,15.0,2.1818181819999998,48.7541,23.2566,31.9562,39.5991,48.7541,23.2566,31.9562,39.5991,19.4974,53.0199,27.4828,21.3287,49.0385,29.6329,50.8554,39.4415,70.4246,9.8534,45.684,36.5696,66.7579,8.1649,30.823,33.4778,60.9091,57.3062,0.1277,0.0993,5.6,67.23,64.48,100.39,97.08,106.21,103.03,-5.95,0.0,62,15
